1742872728.544768160,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872728.802434980,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872728.955325241,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872729.148689222,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872729.340218312,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872729.539789512,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872729.734314003,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872729.934247289,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872730.139075035,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872730.329207863,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872730.546257588,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872730.732692843,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872730.937743298,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872731.139620019,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872731.329616763,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872731.538864462,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872731.752253822,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872731.929439416,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872732.133745490,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872732.331777469,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872732.527985141,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872732.729264565,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872732.929534355,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872733.127781211,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872733.348312590,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872733.529494718,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872733.748610294,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872733.929362667,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872734.134667959,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872734.327957523,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872734.544786912,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872734.735888541,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872734.935774744,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872735.133307136,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872735.338602344,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872735.528195168,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872735.738120791,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872735.942600867,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
1742872736.131560352,"[5.0, 0.1, 0.0, 0.0, 0.0, 0.0, 1.0]"
